Time (ms),Altitude (m),Velocity (ms-1),Acceleration (ms-2),State Detection
11510,85.68,-13.46,-9.22,
11520,85.86,-14.72,-9.1,
11530,85.14,-13.06,-9.97,
11540,84.92,-15.43,-9.98,
11550,84.81,-14.46,-8.75,
11560,85.39,-14.08,-10.38,
11570,84.38,-14.37,-9.21,
11580,84.62,-15.25,-10.36,
11590,84.51,-15.21,-9.39,
11600,84.52,-13.79,-10.82,
11610,84.19,-15.77,-11.17,
11620,84.12,-15.34,-8.85,
11630,84.02,-15.68,-8.88,
11640,83.69,-15.69,-9.8,
11650,83.69,-16.25,-9.95,
11660,82.85,-15.48,-9.96,
11670,83.3,-15.91,-8.09,
11680,83.51,-15.07,-9.15,
11690,83.18,-16,-12.5,
11700,83.18,-15.61,-10.45,
11710,82.98,-16.24,-7.42,
11720,82.54,-17.14,-11.61,
11730,82.45,-16.75,-7.92,
11740,82.05,-16.95,-11.85,
11750,82.36,-15.93,-10.3,
11760,81.8,-15.2,-10.66,
11770,81.24,-16.18,-10.43,
11780,81.65,-16.94,-11.65,
11790,81.05,-16.03,-8.68,
11800,81.29,-15.99,-10.89,
11810,81.18,-15.86,-10.1,
11820,80.38,-18.01,-9.12,
11830,80.53,-16.74,-9.88,
11840,80.52,-19.2,-8.24,
11850,80.28,-16.55,-11.75,
11860,80.59,-17.07,-9.64,
11870,80.05,-19.43,-9.4,
11880,80.11,-17.9,-9.5,
11890,79.44,-17.42,-9.1,
11900,79.87,-18.6,-10.58,
11910,79.58,-17.16,-10.41,
11920,79.19,-19.55,-10.21,
11930,79.32,-17.51,-9.95,
11940,78.79,-17.64,-10.52,
11950,78.27,-17.95,-10.04,
11960,78.59,-18.54,-11.74,
11970,78.56,-17.23,-12.34,
11980,78.19,-19.02,-8.56,
11990,77.6,-17.17,-9.86,
12000,77.3,-18.42,-9.69,
12010,77.54,-19.78,-10.34,
12020,77.13,-21.27,-9.76,
12030,76.92,-18.4,-8.73,
12040,76.94,-19.33,-9.53,
12050,76.55,-20.85,-8.87,
12060,76.03,-20.63,-8.69,
12070,76.74,-18.08,-10.35,
12080,75.82,-18.72,-9.34,
12090,76.13,-19.87,-9.2,
12100,75.59,-20.81,-9.36,
12110,76,-20.92,-11.62,
12120,75.44,-20.33,-9.89,
12130,74.83,-19.15,-9.71,
12140,74.7,-19.88,-10.06,
12150,74.57,-20.48,-10.53,
12160,74.67,-21.73,-11.03,
12170,74.33,-21.4,-9.65,
12180,73.39,-20.81,-11.13,
12190,74.01,-20.59,-10.76,
12200,74.03,-20.69,-9.6,
12210,73.1,-21.02,-10.54,
12220,73.87,-21.67,-10.62,
12230,73.05,-21.21,-9.68,
12240,72.88,-22.14,-10.64,
12250,72.46,-20.65,-9.43,
12260,72.12,-20.17,-8.3,
12270,72.04,-22.08,-9.84,
12280,72.53,-20.77,-10.51,
12290,72.12,-21.86,-9.93,
12300,71.16,-20.85,-10.96,
12310,71.3,-21.82,-8.33,
12320,71.37,-21.63,-11.1,
12330,71.09,-22.78,-10.16,
12340,70.7,-20.16,-9.08,
12350,70.07,-20.73,-8.38,
12360,70.49,-23.62,-10.28,
12370,70.22,-20.11,-8.28,
12380,70.15,-20.78,-8.2,
12390,69.23,-22.11,-10.26,
12400,69.38,-22.59,-10.09,
12410,69.54,-21.94,-9.65,
12420,68.69,-22.41,-9.13,
12430,69,-23.03,-9.93,
12440,68.33,-22.01,-9.73,
12450,68.37,-22.82,-7.82,
12460,68.49,-22.6,-7.47,
12470,67.23,-22.36,-10.59,
12480,67.85,-22.7,-9.6,
12490,66.68,-24.07,-9.49,
12500,66.75,-25.14,-9.33,
12510,66.82,-23.66,-8.19,
12520,66.8,-23.83,-10.75,
12530,66.51,-24.44,-9.48,
12540,66.14,-24.38,-8.17,
12550,65.75,-24.46,-10.46,
12560,65.79,-25.22,-11.01,
12570,65.12,-23.6,-6.92,
12580,64.96,-25.22,-11.11,
12590,65.24,-24.37,-11.59,
12600,64.33,-24.72,-10.3,
12610,64.46,-26.09,-10.14,
12620,63.93,-25.7,-10.13,
12630,63.71,-24.15,-10.72,
12640,63.79,-25.69,-10.63,
12650,63.85,-24.75,-8.69,
12660,62.87,-26.47,-10.19,
12670,62.83,-24.52,-9.08,
12680,62.54,-25.61,-10.11,
12690,62.84,-25.38,-9.09,
12700,61.86,-28,-8.74,
12710,61.47,-25.25,-10.29,
12720,61.24,-26.8,-10.48,
12730,61.59,-25.77,-10.39,
12740,61.03,-25.63,-10.03,
12750,60.95,-25.87,-9.8,
12760,60.66,-25.57,-9.89,
12770,60.57,-27.8,-9.54,
12780,60.04,-26.5,-9.25,
12790,59.5,-26.45,-9.33,
12800,59.49,-26.07,-10.53,
12810,58.83,-26.31,-12.27,
12820,58.85,-26.24,-9.23,
12830,58.72,-26.91,-8.75,
12840,58.43,-27.23,-11.83,
12850,57.93,-25.4,-10.15,
12860,57.55,-28.17,-7.03,
12870,57.65,-27.79,-9.68,
12880,57.43,-29.17,-9.12,
12890,57.25,-27.48,-10.03,
12900,56.34,-27.63,-8.55,
12910,56.4,-28.66,-9.61,
12920,56.73,-26.92,-11.41,
12930,56.2,-27.01,-7.54,
12940,55.54,-28.39,-10.36,
12950,54.8,-28.74,-9.36,
12960,55.48,-28.94,-8.96,
12970,54.47,-27.5,-9.01,
12980,54.5,-28.27,-12.68,
12990,54.21,-28.21,-11.46,
13000,54.09,-28.06,-10.93,
13010,53.56,-27.8,-10.26,
13020,53.74,-29.78,-9.53,
13030,52.92,-29.06,-10.37,
13040,52.48,-29.67,-11.59,
13050,52.66,-28.63,-8.2,
13060,52,-29.51,-8.52,
13070,52.34,-29.62,-11.08,
13080,51.36,-30.88,-11.35,
13090,51.08,-29.57,-10.95,
13100,50.84,-30.95,-8.75,
13110,50.71,-30.54,-7.99,
13120,50.37,-29.06,-8.44,
13130,50.42,-29.04,-8.21,
13140,50.15,-29.41,-9.94,
13150,49.33,-30.36,-8.78,
13160,49.04,-30.34,-9.67,
13170,48.9,-30.44,-9.88,
13180,48.66,-30.23,-9.01,
13190,48.45,-30.58,-9.32,
13200,47.84,-31.95,-10.73,
13210,47.46,-30.54,-7.66,
13220,47.15,-32.43,-11.22,
13230,47.05,-30.04,-9.69,
13240,46.85,-30.78,-10.56,
13250,46.52,-30.12,-8.39,
13260,45.86,-30.97,-10.14,
13270,46.1,-30.3,-9.67,
13280,45.77,-29.56,-9.95,
13290,44.96,-30.53,-9.32,
13300,44.58,-31.32,-8.65,
13310,45.01,-32.38,-12.52,
13320,44.69,-30.84,-8.35,
13330,43.46,-31.02,-10.68,
13340,43.31,-31.65,-8.98,
13350,43.37,-32.16,-9.25,
13360,43.2,-33.04,-8.63,
13370,42.21,-32.59,-8.97,
13380,42.26,-32.62,-10.3,
13390,41.76,-31.96,-9.79,
13400,41.8,-31.74,-10.39,
13410,41.23,-32.99,-11.46,
13420,41.51,-32.37,-7.96,
13430,41.05,-33.36,-7.88,
13440,40.65,-33.36,-9.87,
13450,40.5,-33.17,-10.18,
13460,39.76,-33.74,-12.03,
13470,39.33,-34.1,-9.54,
13480,39.39,-31.67,-9.92,
13490,38.44,-32.78,-10.63,
13500,38.54,-33.95,-9.27,
13510,38.14,-33.3,-9.22,
13520,37.65,-33.24,-8.61,
13530,37.05,-33.66,-9.83,
13540,36.72,-34.46,-10.26,
13550,37.33,-33.11,-10.05,
13560,36.59,-33.98,-9.51,
13570,35.72,-34.13,-7.47,
13580,35.58,-33.06,-10.58,
13590,35.42,-33.84,-8.91,
13600,35.1,-34.25,25.19,
13610,34.44,-33.82,21.91,
13620,34.38,-35.39,23.51,
13630,34.35,-34.42,23.63,
13640,33.88,-33.96,21.73,
13650,33.39,-34.55,22.57,
13660,33.26,-32.5,21.31,
13670,32.47,-34.47,23.18,
13680,31.98,-33.82,22.72,
13690,32.15,-31.49,21.33,
13700,31.47,-32.6,23.17,
13710,31.4,-31.73,23.28,
13720,31.13,-32.19,22.9,
13730,30.54,-32.89,22.9,
13740,30.57,-31.21,23.51,
13750,30.39,-31,23.86,
13760,29.89,-31.66,23.06,
13770,29.44,-31.24,22.87,
13780,28.88,-31.74,22.83,
13790,28.88,-30.36,22.23,
13800,28.51,-29.96,21.72,
13810,28.35,-29.35,19.27,
13820,28.3,-29.46,21.33,
13830,27.56,-29.48,17.86,
13840,27.62,-29.47,21.18,
13850,27.35,-28.91,21.63,
13860,26.66,-28.07,20.33,
13870,26.67,-27.98,20.84,
13880,26.28,-27.66,20.82,
13890,26.59,-28.87,21.68,
13900,25.79,-27.49,20.63,
13910,25.81,-25.93,18.16,
13920,25.04,-26.78,19.47,
13930,24.73,-28.58,20.93,
13940,24.45,-27.6,17.84,
13950,24.15,-26.65,19.9,
13960,24.26,-25.64,18.65,
13970,23.9,-28.1,18.11,
13980,23.86,-26.34,20.01,
13990,23.23,-26.55,20.12,
14000,23.13,-26.67,19.39,
14010,22.88,-25.57,19.03,
14020,22.5,-24.64,21.35,
14030,22.37,-26.97,19.7,
14040,21.79,-25.91,18.83,
14050,21.53,-25.09,18.21,
14060,21.33,-24.57,18.58,
14070,21.31,-25.01,20.23,
14080,20.76,-24.34,20.12,
14090,20.63,-22.83,19.84,
14100,20.72,-23.41,20.98,
14110,20.17,-23.84,19.93,
14120,19.69,-25.4,18.43,
14130,19.97,-22.77,19.72,
14140,20.02,-24.92,16.51,
14150,19.35,-24.49,18.74,
14160,19.1,-22.91,19.07,
14170,18.59,-23.59,17.88,
14180,19.09,-21.63,19.76,
14190,18.7,-23.14,18.54,
14200,18.43,-19.99,15.76,
14210,17.9,-21.31,18.29,
14220,17.46,-22.48,18.29,
14230,17.62,-22.56,17.43,
14240,17.4,-20.26,18.02,
14250,17.58,-21.64,18.77,
14260,17.09,-21.23,20.19,
14270,16.69,-21.06,18.72,
14280,16.58,-18.95,17.36,
14290,16.27,-21.51,19.19,
14300,15.8,-19.53,19.14,
14310,16.39,-19.45,18.18,
14320,15.9,-19.95,20.49,
14330,15.63,-19.78,19.84,
14340,15.98,-19.03,20.99,
14350,15.19,-20.51,19.32,
14360,14.83,-17.66,20.06,
14370,14.89,-19.38,19.54,
14380,14.92,-17.84,19.74,
14390,14.29,-17.89,18.21,
14400,14.01,-18.16,18.14,
14410,13.91,-17.86,18.25,
14420,13.68,-17.32,19.05,
14430,13.41,-17.76,20.47,
14440,13.14,-18.22,19.92,
14450,13.24,-18.29,18.18,
14460,13.3,-16.8,18.1,
14470,13.1,-17.03,19.51,
14480,12.76,-15.9,18.13,
14490,12.99,-16.05,18.87,
14500,12.17,-15.12,16.42,
14510,12.46,-17.38,17.68,
14520,12.19,-16.75,17.12,
14530,12.61,-16.28,20.29,
14540,12.37,-15.68,18.21,
14550,11.76,-15.22,17.34,
14560,11.65,-16.61,18.66,
14570,11.48,-14.79,17.21,
14580,10.96,-14.55,19.79,
14590,11.29,-13.22,17.34,
14600,10.47,-14.51,14.64,
14610,11.02,-14.3,16.63,
14620,10.64,-13.71,16.59,
14630,10.55,-14.28,15.84,
14640,10.86,-13.44,17.07,
14650,10.11,-12.56,16.4,
14660,9.86,-13.34,16.83,
14670,10.32,-13.65,16.82,
14680,9.47,-14.13,16.7,
14690,9.88,-11.65,15.97,
14700,9.38,-12.73,15.24,
14710,9.2,-14.08,15.19,
14720,9.26,-11.52,13,
14730,9.12,-12.8,12.48,
14740,8.73,-13.55,16.72,
14750,8.87,-10.19,13.75,
14760,9.06,-10.75,13.38,
14770,8.75,-12,16.82,
14780,8.74,-11.91,14.25,
14790,8.66,-12.49,14.09,
14800,8.49,-11.77,13.1,
14810,8.33,-9.63,12.14,
14820,8.5,-12.42,11.45,
14830,7.76,-11.44,10.93,
14840,7.7,-12.05,10.85,
14850,7.87,-10.94,10.4,
14860,8.08,-10.92,12.05,
14870,7.58,-10.94,10.35,
14880,7.25,-9.57,11.58,
14890,7.91,-10.11,12.19,
14900,7.1,-10.41,13.02,
14910,7.45,-10.86,14.37,
14920,7.23,-9.53,9.03,
14930,6.92,-10.43,12.13,
14940,6.93,-9.59,12.17,
14950,6.66,-10.33,13.06,
14960,7.09,-9.9,9.68,
14970,6.44,-9.48,11.96,
14980,6.37,-9.76,10.79,
14990,6.68,-8.94,10.46,
15000,6.41,-10.09,9.51,
15010,6.67,-8.6,9.41,
15020,6.07,-8.46,10.38,
15030,5.8,-9.24,11.12,
15040,5.99,-10.21,8.02,
15050,6.03,-8.73,9.15,
15060,6.11,-8.49,8.85,
15070,5.36,-8.99,9.57,
15080,5.33,-8.66,8.3,
15090,5.59,-8.47,9.39,
15100,5.04,-8.01,7.59,
15110,5.33,-8.81,5.96,
15120,4.85,-8.18,8.4,
15130,5.31,-6.63,7.23,
15140,5.86,-7.22,9.27,
15150,5.02,-7.91,7.32,
15160,4.88,-7.2,9.05,
15170,5.34,-7.73,8.18,
15180,4.74,-8.03,8.51,
15190,4.67,-7.16,7.1,
15200,5.36,-6.07,6.87,
15210,4.63,-7.57,8.69,
15220,4.61,-7.57,7.92,
15230,4.49,-6.72,8.39,
15240,4.86,-8.56,6.54,
15250,4.38,-5.8,5.39,
15260,3.85,-7.38,6.29,
15270,4.2,-5.18,8.69,
15280,3.79,-6.15,9.37,
15290,3.89,-6.18,6.78,
15300,3.66,-6.72,5.7,
15310,3.82,-7.66,4.47,
15320,3.7,-5.53,4.3,
15330,4.19,-5.42,6.9,
15340,3.71,-5.03,5.67,
15350,3.96,-6.88,4.15,
15360,3.92,-6.05,4.86,
15370,3.42,-7.13,4.84,
15380,3.53,-6.7,5.13,
15390,3.55,-5.28,6.54,
15400,3.68,-5.47,3.15,
15410,3.47,-5.4,6.12,
15420,3.29,-6.06,5.21,
15430,3.52,-6.18,3.48,
15440,3.52,-5.98,4.8,
15450,3.21,-6.32,4.2,
15460,2.56,-5.6,4.19,
15470,3.24,-6.12,4.4,
15480,3.51,-6.09,4.2,
15490,3.08,-4.55,4.92,
15500,2.89,-4.74,2.92,
15510,2.99,-4.99,3.46,
15520,3.05,-4.48,1.78,
15530,2.42,-5.49,4.24,
15540,3.07,-6.09,5.25,
15550,2.7,-4.99,3.43,
15560,2.26,-5.11,6.49,
15570,2.61,-6.22,3.83,
15580,2.28,-5.33,4.81,
15590,1.95,-6.28,2.41,
15600,2.25,-6.22,5.31,
15610,2.17,-5.3,3.19,
15620,2.16,-4.56,2.61,
15630,2.26,-3.96,4.4,
15640,2.2,-5.82,4.33,
15650,1.89,-5.52,3.42,
15660,2.03,-4.68,4.13,
15670,2.09,-5.91,3.94,
15680,1.62,-4.8,4,
15690,2.09,-6.63,3.58,
15700,1.81,-3.07,2.54,
15710,1.13,-5.39,3.61,
15720,2.15,-4.83,1.74,
15730,1.75,-4.3,3.45,
15740,1.72,-5.88,2.03,
15750,1.77,-6.23,1.66,
15760,1.64,-6.46,2.14,
15770,1.62,-5.99,3.2,
15780,1.36,-3.37,1.29,
15790,1.39,-5.88,2.62,
15800,1.27,-5.11,1.92,
15810,1.41,-3.7,2.86,
15820,1.31,-3.54,2.46,
15830,1.19,-3.93,2.55,
15840,1.16,-5.81,-1.06,
15850,1.5,-3.76,2.55,
15860,0.95,-4.89,0.87,
15870,0.96,-4.91,1.63,
15880,1.2,-3.72,2.85,
15890,0.89,-3.51,1.01,
15900,1.15,-4.08,-1.1,
15910,0.71,-6.06,2.17,
15920,0.93,-3.9,0.02,
15930,0.62,-4.08,2.33,
15940,0.46,-5.29,-1.05,
15950,0.64,-4.65,0.28,
15960,0.65,-5.48,2.19,
15970,0.9,-5.66,0.74,
15980,0.38,-3.92,2.18,
15990,0.87,-4.18,1.93,
16000,0.77,-4.87,-1.49,
16010,0.61,-3.65,-0.79,
16020,0.38,-3.69,-0.97,
16030,0.03,-4.21,1.08,
16040,0.35,-3.64,0.15,
16050,0.15,-2.78,-0.04,
16060,-0.06,-3.79,-0.22,
16070,0.21,-4.75,-0.17,
16080,0.32,-3.37,-0.1,
16090,0.37,-3.78,-0.51,
16090,0.06,-0.06,-8.71,
16121.45,-0.3,0.64,-8.01,
16152.89,-0.14,0,-10.89,
16184.34,0.29,0,-8.39,
16215.79,0.2,-0.14,-8.95,
16247.23,-0.4,0.15,-8.79,
16278.68,-0.38,-1.14,-10.94,
16310.13,-0.27,0.62,-8.02,
16341.57,-0.3,1.64,-11.55,
16373.02,0.48,-0.48,-9.41,
16404.47,-0.44,0.27,-10.71,
16435.91,0.36,-0.42,-9.32,
16467.36,0.22,-0.56,-8.93,
16498.8,0.29,0.43,-8.66,
16530.25,-0.34,-0.56,-9.69,
16561.7,0,0.19,-10.13,
16593.14,-0.08,-0.47,-10.19,
16624.59,-0.07,0.12,-9.53,
16656.04,0.01,1.21,-8.69,
16687.48,0.08,-0.03,-7.57,
16718.93,-0.14,0.92,-10.6,
16750.38,-0.32,-0.53,-9.03,
16781.82,-0.16,1.31,-9.64,
16813.27,-0.03,-0.16,-9.02,
16844.72,0.08,-0.34,-10.75,
16876.16,-0.04,-0.43,-9.85,
16907.61,0.33,1.3,-9.47,
16939.05,0.12,0.25,-8.46,
16970.5,-0.28,0.31,-9.74,
17001.95,-0.37,-0.03,-10.82,
17033.4,-0.3,-0.95,-9.03,
17064.84,0.54,-0.25,-9.41,
17096.29,0.13,-0.01,-9.94,
17127.74,0.25,0.1,-9.2,
17159.18,-0.57,-0.04,-10.69,
17190.63,-0.64,-0.13,-10.26,
17222.07,0.29,0,-8.92,
17253.52,0.09,-0.59,-10.59,
17284.97,0.07,-0.47,-10.1,
17316.41,0.01,0.25,-10.04,
17347.86,0.3,1.25,-8.82,
17379.31,-0.07,-0.59,-10.44,
17410.76,-0.12,0.19,-10.77,
17442.2,-0.07,0.01,-8.5,
17473.65,0.1,1.57,-10.47,
17505.09,0,0.89,-9.76,
17536.54,0.29,0.62,-9.3,
17567.99,0.11,-0.58,-9.18,
17599.43,-0.18,0.95,-11.01,
17630.88,-0.16,-0.71,-10.19,
17662.33,-0.23,-1.13,-10.44,
17693.77,-0.72,1.09,-9.66,
17725.22,0.29,0.43,-10.48,
17756.67,0.13,0.29,-10.3,
17788.11,-0.48,-0.73,-10.61,
17819.56,0.23,-0.48,-9.88,
17851.01,0.02,-0.25,-9.4,
17882.45,-0.04,0.81,-10.79,
17913.9,0.02,-1.04,-9.53,
17945.35,-0.44,0.52,-8.69,
17976.79,-0.33,0.05,-11.26,
18008.24,0.04,1.69,-8.62,
18039.68,-0.02,-0.27,-7.32,
18071.13,0.42,-0.62,-12.32,
18102.58,0.47,1.87,-9.58,
18134.03,0.05,-2.39,-9.71,
18165.47,0.21,-1.04,-10.45,
18196.92,0.02,-0.58,-9.93,
18228.37,-0.04,-0.91,-8.19,
18259.81,0.4,-0.31,-9.38,
18291.26,0.34,0.09,-8.52,
18322.7,-0.34,0.8,-12.32,
18354.15,-0.05,0.38,-11.34,
18385.6,-0.3,-0.76,-10.62,
18417.04,-0.13,0.37,-8.12,
18448.49,-0.22,-0.29,-12.41,
18479.94,0.25,-1.37,-9.21,
18511.38,-0.19,0.23,-8.38,
18542.83,0.15,-0.27,-8.4,
18574.28,0.05,0.72,-11.47,
18605.72,-0.4,-0.21,-11.63,
18637.17,0.3,-1.35,-8.27,
18668.62,0.14,0.64,-10.46,
18700.06,-0.57,-0.32,-10.08,
18731.51,0.23,-0.67,-9.04,
18762.96,0,-1.13,-11.39,
18794.4,0.45,0.65,-10.18,
18825.85,-0.38,-0.48,-10.72,
18857.3,0.29,0.96,-10.95,
18888.74,-0.29,0.09,-8.63,
18920.19,0.25,-0.09,-9.12,
18951.63,-0.49,-1.73,-9.42,
18983.08,0.18,0.92,-9.58,
19014.53,0.02,1.71,-8.17,
19045.97,0.4,1.32,-10.93,
19077.42,-0.24,0.18,-11.32,
19108.87,0.15,-0.59,-8.38,
19140.31,0.16,1.53,-8.81,
19171.76,-0.3,-0.12,-11.08,
19203.21,-0.21,0.07,-8.84,
19234.66,0.13,0.03,-10.17,
19266.1,0.16,0.16,-11.88,
19297.55,-0.49,0.31,-10.11,
19328.99,0.01,0.07,-11.15,
19360.44,-0.24,-0.77,-8.34,
19391.89,-0.37,-0.08,-8.45,
19423.33,-0.58,-0.12,-11.27,
19454.78,-0.26,0.78,-9.05,
19486.22,0.19,-0.3,-7.61,
19517.67,-0.22,0.98,-10.42,
19549.12,-0.19,0.35,-10.58,
19580.57,-0.5,1.22,-9.12,
Time (s),Altitude (m),Velocity (ms-1),Acceleration (ms-2),State Detection
0,0,0,0,
0,-0.03,0.68,-10.03,
31.45,-0.26,-0.56,-9.37,
62.89,0.32,-1.13,-10.22,
94.34,0.19,0.8,-8.46,
125.79,0.35,-0.39,-9.53,
157.23,-0.06,-0.26,-10.57,
188.68,0.06,-1.11,-9.18,
220.13,-0.22,-0.32,-9.19,
251.57,0.04,0.49,-10.12,
283.02,-0.83,-0.53,-10.41,
314.47,0.19,-0.23,-10.58,
345.91,-0.03,0.33,-9.91,
377.36,0.27,-0.89,-9.1,
408.81,-0.17,-1.1,-8.32,
440.25,-0.09,0.42,-8.68,
471.7,0.18,0.88,-11.49,
503.14,0.07,0.25,-11,
534.59,0.24,-1.62,-10.02,
566.04,0.02,-0.35,-10.33,
597.48,-0.11,-0.38,-6.98,
628.93,0.26,0.98,-7.71,
660.38,-0.02,-0.06,-9.11,
691.82,0.11,-0.47,-9.38,
723.27,0.06,0.15,-9.45,
754.72,0.26,0.26,-8.68,
786.16,0.36,0.41,-8.75,
817.61,-0.09,-0.34,-7.97,
849.06,0.11,0.08,-9.97,
880.5,-0.24,0.07,-8.78,
911.95,0.33,-0.66,-7.27,
943.4,0.3,-0.34,-7.62,
974.84,-0.15,0.16,-9.35,
1006.29,-0.21,-1.05,-10.43,
1037.74,0.06,-0.3,-10.72,
1069.18,0.04,-0.29,-10.81,
1100.63,0.41,0.34,-10.05,
1132.08,0.3,-0.12,-10.57,
1163.52,-0.34,-0.26,-11.04,
1194.97,-0.27,-0.29,-9.96,
1226.42,0.06,-1.83,-9.18,
1257.86,0.18,0.24,-8.95,
1289.31,0.12,0.07,-10.62,
1320.75,0.05,-2.25,-9.73,
1352.2,-0.01,-0.64,-11.16,
1383.65,-0.24,-1.44,-8.13,
1415.09,0.01,-0.13,-9.29,
1446.54,-0.05,0.09,-9.04,
1477.99,0.3,-0.31,-11.63,
1509.43,-0.61,-0.83,-8.48,
1540.88,-0.25,-1.21,-8.94,
1572.33,-0.33,0.2,-9.53,
1603.77,0.35,0.93,-8.88,
1635.22,-0.08,0.82,-10.73,
1666.67,0.4,1.05,-9.98,
1698.11,-0.24,2.16,-12.97,
1729.56,0.35,0.52,-10.35,
1761.01,0.06,-0.73,-8.23,
1792.45,-0.28,-0.03,-10.39,
1823.9,-0.44,-0.02,-12.19,
1855.35,-0.2,0.11,-8.72,
1886.79,-0.45,0.93,-9.94,
1918.24,0.33,0.24,-9.19,
1949.69,-0.14,-1.29,-9.83,
1981.13,-0.33,-0.57,-10.2,
2012.58,-0.24,-1.18,-10.95,
2044.03,0.45,0.52,-10.78,
2075.47,-0.09,0.94,-9.12,
2106.92,0.24,1.07,-10.76,
2138.36,0.45,-0.7,-8.96,
2169.81,-0.38,-0.47,-10.12,
2201.26,0.38,-0.03,-9.61,
2232.7,-0.17,-0.81,-9.75,
2264.15,-0.11,0.03,-11.75,
2295.6,0.47,0.17,-8.43,
2327.04,-0.22,-0.79,-11.59,
2358.49,-0.06,0.26,-9.38,
2389.94,0.17,-2.02,-9.63,
2421.38,-0.05,0.49,-7.54,
2452.83,-0.35,2.25,-10.29,
2484.28,0.06,-1.14,-9.54,
2515.72,0.07,0.41,-10.47,
2547.17,-0.25,-1.41,-8.64,
2578.62,0.29,1.36,-10.04,
2610.06,-0.04,-0.39,-9.38,
2641.51,-0.18,-0.69,-10.82,
2672.96,-0.13,1.26,-10.53,
2704.4,-0.89,0.48,-10.8,
2735.85,-0.49,-0.63,-10.84,
2767.3,-0.42,-0.57,-10.22,
2798.74,-0.21,1.05,-10.82,
2830.19,-0.02,0.75,-9.35,
2861.64,-0.5,-0.26,-8.88,
2893.08,-0.11,-0.31,-10.48,
2924.53,-0.06,0.68,-10.71,
2955.98,-0.32,-0.91,-10.84,
2987.42,0.22,-1.2,-10.17,
3018.87,0.17,-0.03,-11.37,
3050.31,-0.05,0.92,-7.7,
3081.76,0.3,0.33,-8.97,
3113.21,0.72,1.46,-9.62,
3144.65,-0.3,1.05,-8.93,
3176.1,-0.23,-0.93,-9.3,
3207.55,0.45,0.02,-9.08,
3238.99,-0.14,1.64,-11.41,
3270.44,0.09,0.92,-10.71,
3301.89,-0.26,0.94,-10.2,
3333.33,0,-1.48,-9.39,
3364.78,0.41,0.03,-8.31,
3396.23,-0.19,-0.9,-11.84,
3427.67,0.61,1.33,-8.25,
3459.12,0.18,0.4,-9.08,
3490.57,0.11,0.54,-9.59,
3522.01,0.06,-0.57,-12.37,
3553.46,-0.48,-0.06,-9.24,
3584.91,0.57,0.47,-8.2,
3616.35,-0.45,0.43,-10.53,
3647.8,-0.13,0.02,-9.1,
3679.25,-0.19,-0.21,-10.26,
3710.69,0.26,-1.53,-12.18,
3742.14,0.22,-0.14,-9.01,
3773.58,0.14,0.63,-11.83,
3805.03,-0.11,-0.09,-7.79,
3836.48,0.46,0.57,-8.82,
3867.92,-0.54,0.94,-11.25,
3899.37,-0.45,-0.15,-10.66,
3930.82,-0.07,-0.43,-9.75,
3962.26,-0.04,-0.53,-7.68,
3993.71,0.02,-0.77,-9.04,
4025.16,0.28,-1.02,-9.67,
4056.6,-0.69,0.86,-11.06,
4088.05,0.22,0.36,-7.54,
4119.5,-0.24,0.5,-7.27,
4150.94,0,0.07,-12.5,
4182.39,-0.02,-0.12,-10.39,
4213.84,0.15,1.08,-9.45,
4245.28,-0.2,-1.15,-11.18,
4276.73,-0.03,0.07,-9.6,
4308.18,-0.21,-0.37,-12.53,
4339.62,-0.07,0.44,-8.82,
4371.07,-0.23,0.28,-9.49,
4402.52,0.58,0.86,-9.51,
4433.96,-0.62,-0.38,-9.11,
4465.41,-0.08,-0.31,-10.07,
4496.86,0,-1.02,-9.49,
4528.3,0.2,0.65,-10.53,
4559.75,-0.55,0.38,-9.77,
4591.19,-0.32,-1.33,-9.64,
4622.64,0.41,-0.13,-8.88,
4654.09,0.23,0.03,-9.2,
4685.53,0.2,-0.1,-11.61,
4716.98,-0.1,-0.57,-11.85,
4748.43,-0.03,0.18,-11.34,
4779.87,0.29,1.12,-9.95,
4811.32,-0.15,0.11,-8.11,
4842.77,-0.37,-0.15,-8.94,
4874.21,0.18,-0.03,-11.67,
4905.66,-0.34,-0.16,-7.51,
4937.11,-0.17,-0.06,-9.51,
4968.55,0.21,1.05,-10.55,
5000,0.43,-0.25,-11.17,
5000,0.06,1.05,-10.85,
5240,-0.2,3.13,37.86,Launch Detected
5250,0.11,4,38.25,
5260,-0.27,2.86,36.18,
5270,-0.25,5.15,36.54,
5280,0.65,4.47,36.84,
5290,0.37,4.02,37.45,
5300,0.48,6.01,42.36,
5310,0.15,5.56,43.11,
5320,0.48,6.3,42.38,
5330,-0.08,5.74,41.26,
5340,0.6,7.02,43.08,
5350,0.33,5.78,43.52,
5360,0.61,6.4,42.77,
5370,0.32,8.12,42.45,
5380,0.62,6.95,43.54,
5390,0.35,9.1,43.42,
5400,1.17,9.58,42.53,
5410,0.47,8.83,43.43,
5420,1.22,10.2,41.4,
5430,1.24,8.8,41.87,
5440,1.81,10.81,41.81,
5450,1.31,11.2,44.78,
5460,1.3,10.9,43.43,
5470,1.94,11.28,42.96,
5480,1.8,12.53,43.13,
5490,1.67,12.87,43.34,
5500,2.27,12.86,45.61,
5510,2.37,13.96,42.19,
5520,1.94,14.41,44.84,
5530,2.61,15.63,43.85,
